35.0 APEX_CODE,FINEST;APEX_PROFILING,INFO;CALLOUT,INFO;DB,INFO;SYSTEM,DEBUG;VALIDATION,INFO;VISUALFORCE,INFO;WORKFLOW,INFO
11:45:25.190 (190528166)|EXECUTION_STARTED
11:45:25.190 (190602702)|CODE_UNIT_STARTED|[EXTERNAL]|01p58000000nnNO|RiskCreatorHelperTest.testCreateRisks
11:45:25.190 (190953207)|HEAP_ALLOCATE|[72]|Bytes:3
11:45:25.191 (191027834)|HEAP_ALLOCATE|[77]|Bytes:152
11:45:25.191 (191059962)|HEAP_ALLOCATE|[342]|Bytes:408
11:45:25.191 (191089766)|HEAP_ALLOCATE|[355]|Bytes:408
11:45:25.191 (191116427)|HEAP_ALLOCATE|[467]|Bytes:48
11:45:25.191 (191161555)|HEAP_ALLOCATE|[139]|Bytes:6
11:45:25.191 (191202407)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:52
11:45:25.191 (191237807)|METHOD_ENTRY|[2]|01p58000000nnNO|RiskCreatorHelperTest.RiskCreatorHelperTest()
11:45:25.191 (191250838)|STATEMENT_EXECUTE|[2]
11:45:25.191 (191260635)|STATEMENT_EXECUTE|[2]
11:45:25.191 (191323687)|HEAP_ALLOCATE|[50]|Bytes:5
11:45:25.191 (191353624)|HEAP_ALLOCATE|[56]|Bytes:5
11:45:25.191 (191366065)|HEAP_ALLOCATE|[64]|Bytes:7
11:45:25.191 (191972203)|SYSTEM_MODE_ENTER|false
11:45:25.191 (191998409)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:5
11:45:25.192 (192008983)|SYSTEM_MODE_EXIT|false
11:45:25.192 (192021124)|METHOD_EXIT|[2]|RiskCreatorHelperTest
11:45:25.192 (192070378)|SYSTEM_MODE_ENTER|false
11:45:25.192 (192077060)|HEAP_ALLOCATE|[5]|Bytes:5
11:45:25.192 (192081885)|STATEMENT_EXECUTE|[3]
11:45:25.192 (192084369)|STATEMENT_EXECUTE|[5]
11:45:25.192 (192163074)|HEAP_ALLOCATE|[5]|Bytes:4
11:45:25.192 (192315369)|VARIABLE_SCOPE_BEGIN|[5]|parent|grc__Business_Unit__c|true|false
11:45:25.192 (192349234)|VARIABLE_ASSIGNMENT|[5]|parent|{}|0x79329662
11:45:25.192 (192354532)|STATEMENT_EXECUTE|[6]
11:45:25.192 (192359171)|HEAP_ALLOCATE|[6]|Bytes:6
11:45:25.192 (192470611)|VARIABLE_ASSIGNMENT|[6]|this.Name|"parent"|0x79329662
11:45:25.192 (192478351)|STATEMENT_EXECUTE|[7]
11:45:25.192 (192554009)|VARIABLE_ASSIGNMENT|[7]|this.Risk__Sharing_Group_Name__c|"parent"|0x79329662
11:45:25.192 (192561224)|STATEMENT_EXECUTE|[9]
11:45:25.192 (192565714)|HEAP_ALLOCATE|[9]|Bytes:39
11:45:25.192 (192582318)|HEAP_ALLOCATE|[9]|Bytes:4
11:45:25.192 (192600114)|HEAP_ALLOCATE|[9]|Bytes:7
11:45:25.192 (192974423)|SOQL_EXECUTE_BEGIN|[9]|Aggregations:0|SELECT Id FROM User WHERE Id = :tmpVar1
11:45:25.195 (195098949)|SOQL_EXECUTE_END|[9]|Rows:1
11:45:25.195 (195122172)|HEAP_ALLOCATE|[9]|Bytes:8
11:45:25.195 (195138479)|HEAP_ALLOCATE|[9]|Bytes:29
11:45:25.195 (195234954)|HEAP_ALLOCATE|[9]|Bytes:8
11:45:25.195 (195250342)|HEAP_ALLOCATE|[9]|Bytes:30
11:45:25.195 (195330707)|HEAP_ALLOCATE|[9]|Bytes:8
11:45:25.195 (195345434)|VARIABLE_SCOPE_BEGIN|[9]|usr|User|true|false
11:45:25.195 (195381579)|VARIABLE_ASSIGNMENT|[9]|usr|{"s":1,"v":{"Id":"00558000000FHMRAA4"}}|0x19c6d33d
11:45:25.200 (200455133)|HEAP_ALLOCATE|[10]|Bytes:8
11:45:25.200 (200471557)|STATEMENT_EXECUTE|[10]
11:45:25.200 (200477437)|STATEMENT_EXECUTE|[12]
11:45:25.202 (202018246)|STATEMENT_EXECUTE|[13]
11:45:25.202 (202047914)|HEAP_ALLOCATE|[13]|Bytes:4
11:45:25.202 (202133898)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:8
11:45:25.202 (202191353)|DML_BEGIN|[13]|Op:Insert|Type:grc__Business_Unit__c|Rows:1
11:45:25.202 (202237118)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:8
11:45:25.208 (208828659)|ENTERING_MANAGED_PKG|Risk
11:45:25.212 (212639031)|SOQL_EXECUTE_BEGIN|[16]|Aggregations:0|SELECT Id, Risk__Hierarchy_Level__c FROM grc__Business_Unit__c WHERE Id = :tmpVar1
11:45:25.215 (215059193)|SOQL_EXECUTE_END|[16]|Rows:0
11:45:25.217 (217691340)|SOQL_EXECUTE_BEGIN|[11]|Aggregations:0|SELECT Id, grc__Parent_Business_Unit__c FROM grc__Business_Unit__c LIMIT 50000
11:45:25.219 (219250764)|SOQL_EXECUTE_END|[11]|Rows:0
