35.0 APEX_CODE,FINEST;APEX_PROFILING,INFO;CALLOUT,INFO;DB,INFO;SYSTEM,DEBUG;VALIDATION,INFO;VISUALFORCE,INFO;WORKFLOW,INFO
11:45:26.179 (179686569)|EXECUTION_STARTED
11:45:26.179 (179788275)|CODE_UNIT_STARTED|[EXTERNAL]|01p58000000nl6e|BusinessUnitRelationshipHelperTest.testUpdateRelationships
11:45:26.180 (180109984)|HEAP_ALLOCATE|[72]|Bytes:3
11:45:26.180 (180170955)|HEAP_ALLOCATE|[77]|Bytes:152
11:45:26.180 (180199849)|HEAP_ALLOCATE|[342]|Bytes:408
11:45:26.180 (180232301)|HEAP_ALLOCATE|[355]|Bytes:408
11:45:26.180 (180259248)|HEAP_ALLOCATE|[467]|Bytes:48
11:45:26.180 (180301499)|HEAP_ALLOCATE|[139]|Bytes:6
11:45:26.180 (180328327)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:138
11:45:26.180 (180349432)|METHOD_ENTRY|[2]|01p58000000nl6e|BusinessUnitRelationshipHelperTest.BusinessUnitRelationshipHelperTest()
11:45:26.180 (180355318)|STATEMENT_EXECUTE|[2]
11:45:26.180 (180360792)|STATEMENT_EXECUTE|[2]
11:45:26.180 (180400783)|HEAP_ALLOCATE|[50]|Bytes:5
11:45:26.180 (180429216)|HEAP_ALLOCATE|[56]|Bytes:5
11:45:26.180 (180440587)|HEAP_ALLOCATE|[64]|Bytes:7
11:45:26.181 (181051030)|SYSTEM_MODE_ENTER|false
11:45:26.181 (181078566)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:5
11:45:26.181 (181088180)|SYSTEM_MODE_EXIT|false
11:45:26.181 (181100102)|METHOD_EXIT|[2]|BusinessUnitRelationshipHelperTest
11:45:26.181 (181144800)|SYSTEM_MODE_ENTER|false
11:45:26.181 (181151174)|HEAP_ALLOCATE|[4]|Bytes:5
11:45:26.181 (181156039)|STATEMENT_EXECUTE|[3]
11:45:26.181 (181158547)|STATEMENT_EXECUTE|[4]
11:45:26.181 (181244164)|HEAP_ALLOCATE|[4]|Bytes:4
11:45:26.181 (181415906)|VARIABLE_SCOPE_BEGIN|[4]|parent|grc__Business_Unit__c|true|false
11:45:26.181 (181447921)|VARIABLE_ASSIGNMENT|[4]|parent|{}|0x58420396
11:45:26.181 (181453114)|STATEMENT_EXECUTE|[5]
11:45:26.181 (181458479)|HEAP_ALLOCATE|[5]|Bytes:6
11:45:26.181 (181584729)|VARIABLE_ASSIGNMENT|[5]|this.Name|"parent"|0x58420396
11:45:26.181 (181591983)|STATEMENT_EXECUTE|[6]
11:45:26.181 (181676228)|VARIABLE_ASSIGNMENT|[6]|this.Risk__Sharing_Group_Name__c|"parent"|0x58420396
11:45:26.181 (181683125)|STATEMENT_EXECUTE|[8]
11:45:26.181 (181700075)|HEAP_ALLOCATE|[8]|Bytes:4
11:45:26.181 (181722477)|VARIABLE_SCOPE_BEGIN|[8]|child1|grc__Business_Unit__c|true|false
11:45:26.181 (181737152)|VARIABLE_ASSIGNMENT|[8]|child1|{}|0x475d949d
11:45:26.181 (181741583)|STATEMENT_EXECUTE|[9]
11:45:26.181 (181746065)|HEAP_ALLOCATE|[9]|Bytes:6
11:45:26.181 (181809844)|VARIABLE_ASSIGNMENT|[9]|this.Name|"child1"|0x475d949d
11:45:26.181 (181816590)|STATEMENT_EXECUTE|[10]
11:45:26.181 (181887501)|VARIABLE_ASSIGNMENT|[10]|this.Risk__Sharing_Group_Name__c|"child1"|0x475d949d
11:45:26.181 (181894559)|STATEMENT_EXECUTE|[12]
11:45:26.181 (181910258)|HEAP_ALLOCATE|[12]|Bytes:4
11:45:26.181 (181937563)|VARIABLE_SCOPE_BEGIN|[12]|child2|grc__Business_Unit__c|true|false
11:45:26.181 (181952442)|VARIABLE_ASSIGNMENT|[12]|child2|{}|0x6a3473d6
11:45:26.181 (181957249)|STATEMENT_EXECUTE|[13]
11:45:26.181 (181961951)|HEAP_ALLOCATE|[13]|Bytes:6
11:45:26.182 (182024726)|VARIABLE_ASSIGNMENT|[13]|this.Name|"child2"|0x6a3473d6
11:45:26.182 (182032497)|STATEMENT_EXECUTE|[14]
11:45:26.182 (182098734)|VARIABLE_ASSIGNMENT|[14]|this.Risk__Sharing_Group_Name__c|"child2"|0x6a3473d6
11:45:26.182 (182105540)|STATEMENT_EXECUTE|[16]
11:45:26.182 (182120717)|HEAP_ALLOCATE|[16]|Bytes:4
11:45:26.182 (182143867)|VARIABLE_SCOPE_BEGIN|[16]|child11|grc__Business_Unit__c|true|false
11:45:26.182 (182157879)|VARIABLE_ASSIGNMENT|[16]|child11|{}|0x9f01210
11:45:26.182 (182162112)|STATEMENT_EXECUTE|[17]
11:45:26.182 (182166628)|HEAP_ALLOCATE|[17]|Bytes:7
11:45:26.182 (182228428)|VARIABLE_ASSIGNMENT|[17]|this.Name|"child11"|0x9f01210
11:45:26.182 (182235378)|STATEMENT_EXECUTE|[18]
11:45:26.182 (182299721)|VARIABLE_ASSIGNMENT|[18]|this.Risk__Sharing_Group_Name__c|"child11"|0x9f01210
11:45:26.182 (182306164)|STATEMENT_EXECUTE|[20]
11:45:26.182 (182321274)|HEAP_ALLOCATE|[20]|Bytes:4
11:45:26.182 (182342202)|VARIABLE_SCOPE_BEGIN|[20]|child21|grc__Business_Unit__c|true|false
11:45:26.182 (182355975)|VARIABLE_ASSIGNMENT|[20]|child21|{}|0x29935b40
11:45:26.182 (182360445)|STATEMENT_EXECUTE|[21]
11:45:26.182 (182365547)|HEAP_ALLOCATE|[21]|Bytes:7
11:45:26.182 (182430216)|VARIABLE_ASSIGNMENT|[21]|this.Name|"child21"|0x29935b40
11:45:26.182 (182437102)|STATEMENT_EXECUTE|[22]
11:45:26.182 (182502355)|VARIABLE_ASSIGNMENT|[22]|this.Risk__Sharing_Group_Name__c|"child21"|0x29935b40
11:45:26.182 (182509069)|STATEMENT_EXECUTE|[24]
11:45:26.182 (182513926)|HEAP_ALLOCATE|[24]|Bytes:39
11:45:26.182 (182528613)|HEAP_ALLOCATE|[24]|Bytes:4
11:45:26.182 (182543391)|HEAP_ALLOCATE|[24]|Bytes:7
11:45:26.182 (182929212)|SOQL_EXECUTE_BEGIN|[24]|Aggregations:0|SELECT Id FROM User WHERE Id = :tmpVar1
11:45:26.185 (185018376)|SOQL_EXECUTE_END|[24]|Rows:1
11:45:26.185 (185040394)|HEAP_ALLOCATE|[24]|Bytes:8
11:45:26.185 (185058507)|HEAP_ALLOCATE|[24]|Bytes:29
11:45:26.185 (185160894)|HEAP_ALLOCATE|[24]|Bytes:8
11:45:26.185 (185171485)|HEAP_ALLOCATE|[24]|Bytes:30
11:45:26.185 (185264593)|HEAP_ALLOCATE|[24]|Bytes:8
11:45:26.185 (185273926)|VARIABLE_SCOPE_BEGIN|[24]|usr|User|true|false
11:45:26.185 (185300526)|VARIABLE_ASSIGNMENT|[24]|usr|{"s":1,"v":{"Id":"00558000000FHMRAA4"}}|0x27e70e7d
11:45:26.189 (189491208)|HEAP_ALLOCATE|[25]|Bytes:8
11:45:26.189 (189501953)|STATEMENT_EXECUTE|[25]
11:45:26.189 (189505029)|STATEMENT_EXECUTE|[27]
11:45:26.190 (190925699)|STATEMENT_EXECUTE|[28]
11:45:26.190 (190955802)|HEAP_ALLOCATE|[28]|Bytes:4
11:45:26.191 (191063312)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:24
11:45:26.191 (191127121)|DML_BEGIN|[28]|Op:Insert|Type:grc__Business_Unit__c|Rows:5
11:45:26.191 (191173934)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:24
11:45:26.197 (197981532)|ENTERING_MANAGED_PKG|Risk
11:45:26.201 (201611201)|SOQL_EXECUTE_BEGIN|[16]|Aggregations:0|SELECT Id, Risk__Hierarchy_Level__c FROM grc__Business_Unit__c WHERE Id = :tmpVar1
11:45:26.203 (203689749)|SOQL_EXECUTE_END|[16]|Rows:0
11:45:26.206 (206366849)|SOQL_EXECUTE_BEGIN|[11]|Aggregations:0|SELECT Id, grc__Parent_Business_Unit__c FROM grc__Business_Unit__c LIMIT 50000
11:45:26.207 (207573578)|SOQL_EXECUTE_END|[11]|Rows:0
11:45:26.217 (217696507)|CODE_UNIT_STARTED|[EXTERNAL]|Validation:Business_Unit:new
11:45:26.217 (217712129)|VALIDATION_RULE|03d580000004IqX|No_Dashes_in_Sharing_Group_Name_Allowed
11:45:26.217 (217847274)|VALIDATION_FORMULA|CONTAINS(Risk__Sharing_Group_Name__c, '-')|Risk__Sharing_Group_Name__c=parent
11:45:26.217 (217855818)|VALIDATION_PASS
11:45:26.217 (217886581)|CODE_UNIT_FINISHED|Validation:Business_Unit:new
11:45:26.218 (218718163)|CODE_UNIT_STARTED|[EXTERNAL]|Validation:Business_Unit:new
11:45:26.218 (218728761)|VALIDATION_RULE|03d580000004IqX|No_Dashes_in_Sharing_Group_Name_Allowed
11:45:26.218 (218842439)|VALIDATION_FORMULA|CONTAINS(Risk__Sharing_Group_Name__c, '-')|Risk__Sharing_Group_Name__c=child1
11:45:26.218 (218850317)|VALIDATION_PASS
11:45:26.218 (218870658)|CODE_UNIT_FINISHED|Validation:Business_Unit:new
11:45:26.219 (219695997)|CODE_UNIT_STARTED|[EXTERNAL]|Validation:Business_Unit:new
11:45:26.219 (219706090)|VALIDATION_RULE|03d580000004IqX|No_Dashes_in_Sharing_Group_Name_Allowed
11:45:26.219 (219816315)|VALIDATION_FORMULA|CONTAINS(Risk__Sharing_Group_Name__c, '-')|Risk__Sharing_Group_Name__c=child2
11:45:26.219 (219824652)|VALIDATION_PASS
11:45:26.219 (219848157)|CODE_UNIT_FINISHED|Validation:Business_Unit:new
11:45:26.220 (220674372)|CODE_UNIT_STARTED|[EXTERNAL]|Validation:Business_Unit:new
11:45:26.220 (220684256)|VALIDATION_RULE|03d580000004IqX|No_Dashes_in_Sharing_Group_Name_Allowed
11:45:26.220 (220793003)|VALIDATION_FORMULA|CONTAINS(Risk__Sharing_Group_Name__c, '-')|Risk__Sharing_Group_Name__c=child11
11:45:26.220 (220800643)|VALIDATION_PASS
11:45:26.220 (220820703)|CODE_UNIT_FINISHED|Validation:Business_Unit:new
11:45:26.221 (221645841)|CODE_UNIT_STARTED|[EXTERNAL]|Validation:Business_Unit:new
11:45:26.221 (221658864)|VALIDATION_RULE|03d580000004IqX|No_Dashes_in_Sharing_Group_Name_Allowed
11:45:26.221 (221767477)|VALIDATION_FORMULA|CONTAINS(Risk__Sharing_Group_Name__c, '-')|Risk__Sharing_Group_Name__c=child21
11:45:26.221 (221774971)|VALIDATION_PASS
11:45:26.221 (221794762)|CODE_UNIT_FINISHED|Validation:Business_Unit:new
11:45:33.339 (7339931890)|ENTERING_MANAGED_PKG|Risk
11:45:33.340 (7340609563)|SOQL_EXECUTE_BEGIN|[28]|Aggregations:0|SELECT COUNT() FROM AsyncApexJob WHERE (JobType = 'BatchApex' AND (Status = 'Processing' OR Status = 'Preparing' OR Status = 'Queued'))
11:45:33.341 (7341870883)|SOQL_EXECUTE_END|[28]|Rows:0
11:45:33.394 (7394825969)|DML_END|[28]
11:45:33.394 (7394945612)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:24
11:45:33.394 (7394960608)|STATEMENT_EXECUTE|[29]
11:45:33.407 (7407333714)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:24
11:45:33.407 (7407863517)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
11:45:33.424 (7424968463)|SOQL_EXECUTE_BEGIN|[109]|Aggregations:0|SELECT Id, Risk__Sharing_Group_Name__c, grc__Parent_Business_Unit__c, grc__Parent_Business_Unit__r.Risk__Sharing_Group_Name__c, grc__Parent_Business_Unit__r.Risk__Read_Write_Access_to_Child_BUs__c FROM grc__Business_Unit__c WHERE Id = :tmpVar1
11:45:33.427 (7427807969)|SOQL_EXECUTE_END|[109]|Rows:5
11:45:33.429 (7429885445)|DML_BEGIN|[131]|Op:Insert|Type:Group|Rows:10
11:45:33.555 (7555492486)|DML_END|[131]
11:45:33.556 (7556041323)|SOQL_EXECUTE_BEGIN|[133]|Aggregations:0|SELECT Id, Name FROM Group 
11:45:33.559 (7559216465)|SOQL_EXECUTE_END|[133]|Rows:10
