35.0 APEX_CODE,FINEST;APEX_PROFILING,INFO;CALLOUT,INFO;DB,INFO;SYSTEM,DEBUG;VALIDATION,INFO;VISUALFORCE,INFO;WORKFLOW,INFO
11:46:59.445 (445779860)|EXECUTION_STARTED
11:46:59.445 (445850519)|CODE_UNIT_STARTED|[EXTERNAL]|01p58000000nP6M|ScoringSchemeHelperTest.test3x3CreateScoringScheme
11:46:59.446 (446121833)|HEAP_ALLOCATE|[72]|Bytes:3
11:46:59.446 (446181464)|HEAP_ALLOCATE|[77]|Bytes:152
11:46:59.446 (446207621)|HEAP_ALLOCATE|[342]|Bytes:408
11:46:59.446 (446235570)|HEAP_ALLOCATE|[355]|Bytes:408
11:46:59.446 (446261728)|HEAP_ALLOCATE|[467]|Bytes:48
11:46:59.446 (446303787)|HEAP_ALLOCATE|[139]|Bytes:6
11:46:59.446 (446329622)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:303
11:46:59.446 (446352463)|METHOD_ENTRY|[1]|01p58000000nP6M|ScoringSchemeHelperTest.ScoringSchemeHelperTest()
11:46:59.446 (446359309)|STATEMENT_EXECUTE|[1]
11:46:59.446 (446364352)|STATEMENT_EXECUTE|[1]
11:46:59.446 (446403111)|HEAP_ALLOCATE|[50]|Bytes:5
11:46:59.446 (446429709)|HEAP_ALLOCATE|[56]|Bytes:5
11:46:59.446 (446441207)|HEAP_ALLOCATE|[64]|Bytes:7
11:46:59.446 (446899800)|SYSTEM_MODE_ENTER|false
11:46:59.446 (446924643)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:5
11:46:59.446 (446934606)|SYSTEM_MODE_EXIT|false
11:46:59.446 (446945299)|METHOD_EXIT|[1]|ScoringSchemeHelperTest
11:46:59.446 (446992326)|SYSTEM_MODE_ENTER|false
11:46:59.446 (446998904)|HEAP_ALLOCATE|[73]|Bytes:5
11:46:59.447 (447003573)|STATEMENT_EXECUTE|[72]
11:46:59.447 (447006911)|STATEMENT_EXECUTE|[73]
11:46:59.447 (447011202)|HEAP_ALLOCATE|[73]|Bytes:38
11:46:59.447 (447027389)|HEAP_ALLOCATE|[73]|Bytes:4
11:46:59.447 (447264659)|SOQL_EXECUTE_BEGIN|[73]|Aggregations:0|SELECT Id FROM Risk__Scoring_Scheme__c
11:46:59.448 (448147146)|SOQL_EXECUTE_END|[73]|Rows:0
11:46:59.448 (448175119)|HEAP_ALLOCATE|[73]|Bytes:4
11:46:59.448 (448188285)|HEAP_ALLOCATE|[73]|Bytes:0
11:46:59.448 (448312531)|HEAP_ALLOCATE|[73]|Bytes:4
11:46:59.448 (448326608)|VARIABLE_SCOPE_BEGIN|[73]|ss|List<Risk__Scoring_Scheme__c>|true|false
11:46:59.448 (448366546)|VARIABLE_ASSIGNMENT|[73]|ss|{"s":1,"v":[]}|0x4a1adb12
11:46:59.448 (448371909)|STATEMENT_EXECUTE|[74]
11:46:59.448 (448493743)|HEAP_ALLOCATE|[74]|Bytes:29
11:46:59.448 (448543564)|STATEMENT_EXECUTE|[76]
11:46:59.448 (448554988)|HEAP_ALLOCATE|[76]|Bytes:4
11:46:59.448 (448600699)|HEAP_ALLOCATE|[76]|Bytes:3
11:46:59.448 (448611827)|HEAP_ALLOCATE|[76]|Bytes:3
11:46:59.448 (448616546)|HEAP_ALLOCATE|[76]|Bytes:4
11:46:59.448 (448622043)|HEAP_ALLOCATE|[76]|Bytes:4
11:46:59.448 (448631895)|HEAP_ALLOCATE|[76]|Bytes:10
11:46:59.448 (448637105)|HEAP_ALLOCATE|[76]|Bytes:5
11:46:59.448 (448641404)|HEAP_ALLOCATE|[76]|Bytes:6
11:46:59.449 (449782142)|HEAP_ALLOCATE|[76]|Bytes:2
11:46:59.449 (449811348)|METHOD_ENTRY|[4]|01p58000000n81u|ScoringSchemeHelper.ScoringSchemeHelper()
11:46:59.449 (449817269)|STATEMENT_EXECUTE|[4]
11:46:59.449 (449821852)|STATEMENT_EXECUTE|[4]
11:46:59.449 (449828483)|HEAP_ALLOCATE|[76]|Bytes:5
11:46:59.449 (449838087)|METHOD_EXIT|[4]|ScoringSchemeHelper
11:46:59.449 (449877498)|METHOD_ENTRY|[76]|01p58000000n81u|ScoringSchemeHelper.createScoringScheme(List<List<String>>, List<String>, List<String>)
11:46:59.449 (449893821)|VARIABLE_SCOPE_BEGIN|[12]|heatmap|List<List<String>>|true|false
11:46:59.449 (449904743)|VARIABLE_ASSIGNMENT|[12]|heatmap|null|
11:46:59.449 (449909663)|VARIABLE_SCOPE_BEGIN|[12]|scoreBandNames|List<String>|true|false
11:46:59.449 (449938534)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:16
11:46:59.449 (449956337)|VARIABLE_ASSIGNMENT|[12]|scoreBandNames|{"s":1,"v":["low","med","high"]}|0x73efdabb
11:46:59.449 (449963209)|VARIABLE_SCOPE_BEGIN|[12]|scoreBandColours|List<String>|true|false
11:46:59.449 (449975500)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:16
11:46:59.449 (449988080)|VARIABLE_ASSIGNMENT|[12]|scoreBandColours|{"s":1,"v":["Lime Green","Green","Yellow"]}|0x3b32562e
11:46:59.450 (450001463)|HEAP_ALLOCATE|[13]|Bytes:5
11:46:59.450 (450007136)|STATEMENT_EXECUTE|[12]
11:46:59.450 (450009588)|STATEMENT_EXECUTE|[13]
11:46:59.450 (450039315)|HEAP_ALLOCATE|[13]|Bytes:4
11:46:59.450 (450180889)|VARIABLE_SCOPE_BEGIN|[13]|scoringScheme|Risk__Scoring_Scheme__c|true|false
11:46:59.450 (450203241)|VARIABLE_ASSIGNMENT|[13]|scoringScheme|{}|0x3049f334
11:46:59.450 (450208946)|STATEMENT_EXECUTE|[14]
11:46:59.450 (450213585)|HEAP_ALLOCATE|[14]|Bytes:14
11:46:59.450 (450314938)|VARIABLE_ASSIGNMENT|[14]|this.Name|"Scoring Scheme"|0x3049f334
11:46:59.450 (450322694)|STATEMENT_EXECUTE|[15]
11:46:59.450 (450398816)|VARIABLE_ASSIGNMENT|[15]|this.Risk__Multiply_Impact_Likelihood__c|true|0x3049f334
11:46:59.450 (450406248)|STATEMENT_EXECUTE|[18]
11:46:59.450 (450464812)|HEAP_ALLOCATE|[18]|Bytes:8
11:46:59.450 (450482449)|DML_BEGIN|[18]|Op:Insert|Type:Risk__Scoring_Scheme__c|Rows:1
11:46:59.450 (450501896)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:8
11:46:59.499 (499384268)|DML_END|[18]
11:46:59.499 (499407608)|STATEMENT_EXECUTE|[20]
11:46:59.499 (499464464)|HEAP_ALLOCATE|[20]|Bytes:4
11:46:59.499 (499549157)|VARIABLE_SCOPE_BEGIN|[20]|c|Risk__Impact_Category__c|true|false
11:46:59.499 (499569844)|VARIABLE_ASSIGNMENT|[20]|c|{}|0x73a0f9d1
11:46:59.499 (499574981)|STATEMENT_EXECUTE|[21]
11:46:59.499 (499580110)|HEAP_ALLOCATE|[21]|Bytes:4
11:46:59.499 (499674537)|VARIABLE_ASSIGNMENT|[21]|this.Risk__Type_of_Risk__c|"Cost"|0x73a0f9d1
11:46:59.499 (499682264)|STATEMENT_EXECUTE|[22]
11:46:59.499 (499750838)|VARIABLE_ASSIGNMENT|[22]|this.Name|"Cost"|0x73a0f9d1
11:46:59.499 (499758189)|STATEMENT_EXECUTE|[23]
11:46:59.499 (499872762)|VARIABLE_ASSIGNMENT|[23]|this.Risk__Scoring_Scheme__c|"a0u58000000PRkiAAG"|0x73a0f9d1
11:46:59.499 (499880498)|STATEMENT_EXECUTE|[25]
11:46:59.499 (499896582)|HEAP_ALLOCATE|[25]|Bytes:4
11:46:59.499 (499919648)|VARIABLE_SCOPE_BEGIN|[25]|t|Risk__Impact_Category__c|true|false
11:46:59.499 (499935646)|VARIABLE_ASSIGNMENT|[25]|t|{}|0x57ab1853
11:46:59.499 (499940409)|STATEMENT_EXECUTE|[26]
11:46:59.499 (499944813)|HEAP_ALLOCATE|[26]|Bytes:4
11:46:59.500 (500019066)|VARIABLE_ASSIGNMENT|[26]|this.Risk__Type_of_Risk__c|"Time"|0x57ab1853
11:46:59.500 (500031255)|STATEMENT_EXECUTE|[27]
11:46:59.500 (500094257)|VARIABLE_ASSIGNMENT|[27]|this.Name|"Time"|0x57ab1853
11:46:59.500 (500101321)|STATEMENT_EXECUTE|[28]
11:46:59.500 (500182424)|VARIABLE_ASSIGNMENT|[28]|this.Risk__Scoring_Scheme__c|"a0u58000000PRkiAAG"|0x57ab1853
11:46:59.500 (500189903)|STATEMENT_EXECUTE|[31]
11:46:59.500 (500215240)|HEAP_ALLOCATE|[31]|Bytes:4
11:46:59.500 (500305040)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:12
11:46:59.500 (500352330)|DML_BEGIN|[31]|Op:Insert|Type:Risk__Impact_Category__c|Rows:2
11:46:59.500 (500369554)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:12
11:46:59.520 (520524059)|ENTERING_MANAGED_PKG|Risk
11:46:59.523 (523338423)|SOQL_EXECUTE_BEGIN|[19]|Aggregations:1|SELECT Id, (SELECT Risk__Order__c FROM Impact_Categories__r ORDER BY Order__c DESC NULLS FIRST LIMIT 1) FROM Scoring_Scheme__c WHERE Id = :tmpVar1
11:46:59.527 (527632392)|SOQL_EXECUTE_END|[19]|Rows:1
11:46:59.529 (529469423)|SOQL_EXECUTE_BEGIN|[64]|Aggregations:1|SELECT Id, (SELECT Id, Risk__Type_of_Risk__c FROM Impact_Categories__r) FROM Scoring_Scheme__c WHERE Id = :tmpVar1
11:46:59.531 (531884534)|SOQL_EXECUTE_END|[64]|Rows:1
11:46:59.560 (560481817)|DML_END|[31]
11:46:59.560 (560555768)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:12
11:46:59.560 (560567956)|STATEMENT_EXECUTE|[33]
11:46:59.560 (560573707)|VARIABLE_SCOPE_BEGIN|[33]|numberOfScoreBands|Integer|false|false
11:46:59.560 (560586551)|VARIABLE_ASSIGNMENT|[33]|numberOfScoreBands|null
11:46:59.560 (560590814)|STATEMENT_EXECUTE|[38]
11:46:59.560 (560593115)|STATEMENT_EXECUTE|[39]
11:46:59.560 (560649287)|HEAP_ALLOCATE|[39]|Bytes:4
11:46:59.560 (560662786)|VARIABLE_ASSIGNMENT|[39]|numberOfScoreBands|3
11:46:59.560 (560669949)|STATEMENT_EXECUTE|[43]
11:46:59.560 (560672623)|STATEMENT_EXECUTE|[46]
11:46:59.560 (560727729)|HEAP_ALLOCATE|[46]|Bytes:4
11:46:59.560 (560798298)|VARIABLE_SCOPE_BEGIN|[46]|scoreBands|List<Risk__Score_Band__c>|true|false
11:46:59.560 (560808645)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
11:46:59.560 (560826493)|VARIABLE_ASSIGNMENT|[46]|scoreBands|{"s":1,"v":[]}|0x9795320
11:46:59.560 (560831778)|STATEMENT_EXECUTE|[47]
11:46:59.560 (560837194)|HEAP_ALLOCATE|[47]|Bytes:4
11:46:59.560 (560867533)|VARIABLE_SCOPE_BEGIN|[47]|impactScoreBands|List<Risk__Score_Band__c>|true|false
11:46:59.560 (560877179)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
11:46:59.560 (560890386)|VARIABLE_ASSIGNMENT|[47]|impactScoreBands|{"s":1,"v":[]}|0x2bb9eef1
11:46:59.560 (560895243)|STATEMENT_EXECUTE|[48]
11:46:59.560 (560945739)|HEAP_ALLOCATE|[48]|Bytes:4
11:46:59.561 (561011178)|VARIABLE_SCOPE_BEGIN|[48]|scoreBandEntries|List<Risk__Score_Band_Entry__c>|true|false
11:46:59.561 (561021985)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
11:46:59.561 (561040645)|VARIABLE_ASSIGNMENT|[48]|scoreBandEntries|{"s":1,"v":[]}|0x7cdba7e0
11:46:59.561 (561047861)|STATEMENT_EXECUTE|[51]
11:46:59.561 (561052840)|VARIABLE_SCOPE_BEGIN|[51]|i|Integer|false|false
11:46:59.561 (561056730)|HEAP_ALLOCATE|[51]|Bytes:4
11:46:59.561 (561065095)|VARIABLE_ASSIGNMENT|[51]|i|0
11:46:59.561 (561070143)|STATEMENT_EXECUTE|[51]
11:46:59.561 (561072554)|STATEMENT_EXECUTE|[52]
11:46:59.561 (561093217)|HEAP_ALLOCATE|[52]|Bytes:4
11:46:59.561 (561173808)|VARIABLE_SCOPE_BEGIN|[52]|sb|Risk__Score_Band__c|true|false
11:46:59.561 (561192460)|VARIABLE_ASSIGNMENT|[52]|sb|{}|0x604bcb97
11:46:59.561 (561197421)|STATEMENT_EXECUTE|[53]
11:46:59.561 (561210503)|HEAP_ALLOCATE|[53]|Bytes:28
11:46:59.561 (561214379)|HEAP_ALLOCATE|[53]|Bytes:28
11:46:59.561 (561308491)|VARIABLE_ASSIGNMENT|[53]|this.Risk__Rating__c|1|0x604bcb97
11:46:59.561 (561316070)|STATEMENT_EXECUTE|[54]
11:46:59.561 (561320700)|HEAP_ALLOCATE|[54]|Bytes:6
11:46:59.561 (561394339)|VARIABLE_ASSIGNMENT|[54]|this.Risk__Type__c|"Impact"|0x604bcb97
11:46:59.561 (561401707)|STATEMENT_EXECUTE|[55]
11:46:59.561 (561453527)|HEAP_ALLOCATE|[55]|Bytes:3
11:46:59.561 (561543263)|VARIABLE_ASSIGNMENT|[55]|this.Name|"low"|0x604bcb97
11:46:59.561 (561551022)|STATEMENT_EXECUTE|[56]
11:46:59.561 (561598187)|HEAP_ALLOCATE|[56]|Bytes:10
11:46:59.561 (561690678)|VARIABLE_ASSIGNMENT|[56]|this.Risk__Colour__c|"Lime Green"|0x604bcb97
11:46:59.561 (561698579)|STATEMENT_EXECUTE|[57]
11:46:59.561 (561793635)|VARIABLE_ASSIGNMENT|[57]|this.Risk__Scoring_Scheme__c|"a0u58000000PRkiAAG"|0x604bcb97
11:46:59.561 (561802024)|STATEMENT_EXECUTE|[59]
11:46:59.561 (561818440)|HEAP_ALLOCATE|[59]|Bytes:4
11:46:59.561 (561841725)|VARIABLE_SCOPE_BEGIN|[59]|lsb|Risk__Score_Band__c|true|false
11:46:59.561 (561857921)|VARIABLE_ASSIGNMENT|[59]|lsb|{}|0x23e864ed
11:46:59.561 (561862743)|STATEMENT_EXECUTE|[60]
11:46:59.561 (561874934)|HEAP_ALLOCATE|[60]|Bytes:28
11:46:59.561 (561878663)|HEAP_ALLOCATE|[60]|Bytes:28
11:46:59.561 (561950647)|VARIABLE_ASSIGNMENT|[60]|this.Risk__Rating__c|1|0x23e864ed
11:46:59.561 (561957928)|STATEMENT_EXECUTE|[61]
11:46:59.561 (561964641)|HEAP_ALLOCATE|[61]|Bytes:10
11:46:59.562 (562033885)|VARIABLE_ASSIGNMENT|[61]|this.Risk__Type__c|"Likelihood"|0x23e864ed
11:46:59.562 (562041788)|STATEMENT_EXECUTE|[62]
11:46:59.562 (562089561)|HEAP_ALLOCATE|[62]|Bytes:3
11:46:59.562 (562168969)|VARIABLE_ASSIGNMENT|[62]|this.Name|"low"|0x23e864ed
11:46:59.562 (562176639)|STATEMENT_EXECUTE|[63]
11:46:59.562 (562221367)|HEAP_ALLOCATE|[63]|Bytes:10
11:46:59.562 (562305431)|VARIABLE_ASSIGNMENT|[63]|this.Risk__Colour__c|"Lime Green"|0x23e864ed
11:46:59.562 (562313646)|STATEMENT_EXECUTE|[64]
11:46:59.562 (562393653)|VARIABLE_ASSIGNMENT|[64]|this.Risk__Scoring_Scheme__c|"a0u58000000PRkiAAG"|0x23e864ed
11:46:59.562 (562401006)|STATEMENT_EXECUTE|[65]
11:46:59.562 (562453036)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
11:46:59.562 (562473396)|STATEMENT_EXECUTE|[66]
11:46:59.562 (562511926)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
11:46:59.562 (562527371)|HEAP_ALLOCATE|[51]|Bytes:4
11:46:59.562 (562540687)|VARIABLE_ASSIGNMENT|[51]|i|1
11:46:59.562 (562547024)|STATEMENT_EXECUTE|[51]
11:46:59.562 (562549472)|STATEMENT_EXECUTE|[52]
11:46:59.562 (562565538)|HEAP_ALLOCATE|[52]|Bytes:4
11:46:59.562 (562581297)|VARIABLE_SCOPE_BEGIN|[52]|sb|Risk__Score_Band__c|true|false
11:46:59.562 (562596249)|VARIABLE_ASSIGNMENT|[52]|sb|{}|0x668793b8
11:46:59.562 (562600969)|STATEMENT_EXECUTE|[53]
11:46:59.562 (562612385)|HEAP_ALLOCATE|[53]|Bytes:28
