35.0 APEX_CODE,FINEST;APEX_PROFILING,INFO;CALLOUT,INFO;DB,INFO;SYSTEM,DEBUG;VALIDATION,INFO;VISUALFORCE,INFO;WORKFLOW,INFO
Execute Anonymous: SObjectData d = new SObjectData('Test_objects__c');
Execute Anonymous: Map<String, String> x = new Map<String, String>();
Execute Anonymous: x.put('Name', 'x');
Execute Anonymous: 
Execute Anonymous: SObjectData d1 = new SObjectData('Test_objects__c');
Execute Anonymous: d1.setParent(d);
Execute Anonymous: 
Execute Anonymous: d.addChild(d1);
Execute Anonymous: 
Execute Anonymous: ScoringSchemeHelper h = new ScoringSchemeHelper();
Execute Anonymous: //h.createSObjects(new List<SObjectData> { d} );
14:09:44.034 (34634713)|EXECUTION_STARTED
14:09:44.034 (34644512)|CODE_UNIT_STARTED|[EXTERNAL]|execute_anonymous_apex
14:09:44.036 (36300681)|VARIABLE_SCOPE_BEGIN|[1]|d|SObjectData|true|false
14:09:44.036 (36314123)|VARIABLE_SCOPE_BEGIN|[5]|d1|SObjectData|true|false
14:09:44.038 (38427886)|VARIABLE_SCOPE_BEGIN|[10]|h|ScoringSchemeHelper|true|false
14:09:44.038 (38445163)|VARIABLE_SCOPE_BEGIN|[2]|x|Map<String,String>|true|false
14:09:44.038 (38602378)|HEAP_ALLOCATE|[72]|Bytes:3
14:09:44.038 (38660610)|HEAP_ALLOCATE|[77]|Bytes:152
14:09:44.038 (38679582)|HEAP_ALLOCATE|[342]|Bytes:408
14:09:44.038 (38698782)|HEAP_ALLOCATE|[355]|Bytes:408
14:09:44.038 (38718760)|HEAP_ALLOCATE|[467]|Bytes:48
14:09:44.038 (38770862)|HEAP_ALLOCATE|[139]|Bytes:6
14:09:44.038 (38800894)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:14
14:09:44.038 (38845942)|STATEMENT_EXECUTE|[1]
14:09:44.038 (38850076)|STATEMENT_EXECUTE|[1]
14:09:44.038 (38855765)|HEAP_ALLOCATE|[1]|Bytes:34
14:09:44.038 (38898079)|METHOD_ENTRY|[1]|01p58000000n6Fr|SObjectData.SObjectData()
14:09:44.038 (38904381)|STATEMENT_EXECUTE|[1]
14:09:44.038 (38908277)|STATEMENT_EXECUTE|[1]
14:09:44.038 (38946075)|HEAP_ALLOCATE|[50]|Bytes:5
14:09:44.038 (38971698)|HEAP_ALLOCATE|[56]|Bytes:5
14:09:44.038 (38981834)|HEAP_ALLOCATE|[64]|Bytes:7
14:09:44.039 (39006790)|SYSTEM_MODE_ENTER|false
14:09:44.039 (39028857)|HEAP_ALLOCATE|[1]|Bytes:5
14:09:44.039 (39036802)|SYSTEM_MODE_EXIT|false
14:09:44.039 (39049730)|METHOD_EXIT|[1]|SObjectData
14:09:44.039 (39160314)|HEAP_ALLOCATE|[1]|Bytes:20
14:09:44.039 (39168220)|HEAP_ALLOCATE|[1]|Bytes:15
14:09:44.039 (39197005)|SYSTEM_MODE_ENTER|false
14:09:44.039 (39214899)|HEAP_ALLOCATE|[1]|Bytes:5
14:09:44.039 (39235165)|CONSTRUCTOR_ENTRY|[1]|01p58000000n6Fr|<init>(String)
14:09:44.039 (39276730)|VARIABLE_SCOPE_BEGIN|[7]|this|SObjectData|true|false
14:09:44.039 (39335760)|VARIABLE_ASSIGNMENT|[7]|this|{}|0x49aaa790
14:09:44.039 (39344308)|VARIABLE_SCOPE_BEGIN|[7]|sobjectType|String|false|false
14:09:44.039 (39355563)|VARIABLE_ASSIGNMENT|[7]|sobjectType|"Test_objects__c"
14:09:44.039 (39364867)|HEAP_ALLOCATE|[2]|Bytes:5
14:09:44.039 (39369767)|STATEMENT_EXECUTE|[1]
14:09:44.039 (39373517)|HEAP_ALLOCATE|[2]|Bytes:5
14:09:44.039 (39376405)|STATEMENT_EXECUTE|[2]
14:09:44.039 (39384069)|HEAP_ALLOCATE|[2]|Bytes:4
14:09:44.039 (39432856)|VARIABLE_ASSIGNMENT|[2]|this.fieldMap|{"s":1,"v":{}}|0x49aaa790
14:09:44.039 (39438897)|STATEMENT_EXECUTE|[3]
14:09:44.039 (39441496)|STATEMENT_EXECUTE|[4]
14:09:44.039 (39443771)|STATEMENT_EXECUTE|[5]
14:09:44.039 (39458355)|HEAP_ALLOCATE|[2]|Bytes:6
14:09:44.039 (39475382)|VARIABLE_SCOPE_BEGIN|[2]|this|System.ApexBaseClass|true|false
14:09:44.039 (39505656)|VARIABLE_ASSIGNMENT|[2]|this|{"fieldMap":"0x2dcc6944"}|0x49aaa790
14:09:44.039 (39517510)|STATEMENT_EXECUTE|[7]
