35.0 APEX_CODE,FINEST;APEX_PROFILING,INFO;CALLOUT,INFO;DB,INFO;SYSTEM,DEBUG;VALIDATION,INFO;VISUALFORCE,INFO;WORKFLOW,INFO
Execute Anonymous: SObjectData d = new SObjectData('Test_objects__c');
Execute Anonymous: Map<String, String> x = new Map<String, String>();
Execute Anonymous: x.put('Name', 'x');
Execute Anonymous: 
Execute Anonymous: SObjectData d1 = new SObjectData('Test_objects__c');
Execute Anonymous: d1.setParent(d);
Execute Anonymous: 
Execute Anonymous: d.addChild(d1);
Execute Anonymous: 
Execute Anonymous: ScoringSchemeHelper h = new ScoringSchemeHelper();
Execute Anonymous: h.createSObjects(new List<SObjectData> { d} );
14:14:39.048 (48586458)|EXECUTION_STARTED
14:14:39.048 (48596801)|CODE_UNIT_STARTED|[EXTERNAL]|execute_anonymous_apex
14:14:39.049 (49852033)|VARIABLE_SCOPE_BEGIN|[1]|d|SObjectData|true|false
14:14:39.049 (49863991)|VARIABLE_SCOPE_BEGIN|[5]|d1|SObjectData|true|false
14:14:39.051 (51595404)|VARIABLE_SCOPE_BEGIN|[10]|h|ScoringSchemeHelper|true|false
14:14:39.051 (51610920)|VARIABLE_SCOPE_BEGIN|[2]|x|Map<String,String>|true|false
14:14:39.051 (51767884)|HEAP_ALLOCATE|[72]|Bytes:3
14:14:39.051 (51829762)|HEAP_ALLOCATE|[77]|Bytes:152
14:14:39.051 (51850116)|HEAP_ALLOCATE|[342]|Bytes:408
14:14:39.051 (51871212)|HEAP_ALLOCATE|[355]|Bytes:408
14:14:39.051 (51891996)|HEAP_ALLOCATE|[467]|Bytes:48
14:14:39.051 (51931872)|HEAP_ALLOCATE|[139]|Bytes:6
14:14:39.051 (51961022)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:17
14:14:39.052 (52010779)|STATEMENT_EXECUTE|[1]
14:14:39.052 (52015681)|STATEMENT_EXECUTE|[1]
14:14:39.052 (52021329)|HEAP_ALLOCATE|[1]|Bytes:34
14:14:39.052 (52060779)|METHOD_ENTRY|[1]|01p58000000n6Fr|SObjectData.SObjectData()
14:14:39.052 (52066094)|STATEMENT_EXECUTE|[1]
14:14:39.052 (52069705)|STATEMENT_EXECUTE|[1]
14:14:39.052 (52107457)|HEAP_ALLOCATE|[50]|Bytes:5
14:14:39.052 (52134079)|HEAP_ALLOCATE|[56]|Bytes:5
14:14:39.052 (52144255)|HEAP_ALLOCATE|[64]|Bytes:7
14:14:39.052 (52170787)|SYSTEM_MODE_ENTER|false
14:14:39.052 (52193916)|HEAP_ALLOCATE|[1]|Bytes:5
14:14:39.052 (52203407)|SYSTEM_MODE_EXIT|false
14:14:39.052 (52213074)|METHOD_EXIT|[1]|SObjectData
14:14:39.052 (52305720)|HEAP_ALLOCATE|[1]|Bytes:20
14:14:39.052 (52313539)|HEAP_ALLOCATE|[1]|Bytes:15
14:14:39.052 (52342496)|SYSTEM_MODE_ENTER|false
14:14:39.052 (52360657)|HEAP_ALLOCATE|[1]|Bytes:5
14:14:39.052 (52379950)|CONSTRUCTOR_ENTRY|[1]|01p58000000n6Fr|<init>(String)
14:14:39.052 (52422704)|VARIABLE_SCOPE_BEGIN|[7]|this|SObjectData|true|false
14:14:39.052 (52479683)|VARIABLE_ASSIGNMENT|[7]|this|{}|0x5c114e43
14:14:39.052 (52487925)|VARIABLE_SCOPE_BEGIN|[7]|sobjectType|String|false|false
14:14:39.052 (52499825)|VARIABLE_ASSIGNMENT|[7]|sobjectType|"Test_objects__c"
14:14:39.052 (52509498)|HEAP_ALLOCATE|[2]|Bytes:5
14:14:39.052 (52514063)|STATEMENT_EXECUTE|[1]
14:14:39.052 (52517772)|HEAP_ALLOCATE|[2]|Bytes:5
14:14:39.052 (52520771)|STATEMENT_EXECUTE|[2]
14:14:39.052 (52528463)|HEAP_ALLOCATE|[2]|Bytes:4
14:14:39.052 (52578419)|VARIABLE_ASSIGNMENT|[2]|this.fieldMap|{"s":1,"v":{}}|0x5c114e43
14:14:39.052 (52584374)|STATEMENT_EXECUTE|[3]
14:14:39.052 (52586896)|STATEMENT_EXECUTE|[4]
14:14:39.052 (52588837)|STATEMENT_EXECUTE|[5]
14:14:39.052 (52603652)|HEAP_ALLOCATE|[2]|Bytes:6
14:14:39.052 (52619040)|VARIABLE_SCOPE_BEGIN|[2]|this|System.ApexBaseClass|true|false
14:14:39.052 (52645772)|VARIABLE_ASSIGNMENT|[2]|this|{"fieldMap":"0x74da10e5"}|0x5c114e43
14:14:39.052 (52657496)|STATEMENT_EXECUTE|[7]
