35.0 APEX_CODE,FINEST;APEX_PROFILING,INFO;CALLOUT,INFO;DB,INFO;SYSTEM,DEBUG;VALIDATION,INFO;VISUALFORCE,INFO;WORKFLOW,INFO
11:45:05.541 (541842592)|EXECUTION_STARTED
11:45:05.541 (541921008)|CODE_UNIT_STARTED|[EXTERNAL]|01p58000000nl6e|BusinessUnitRelationshipHelperTest.testUpdateRelationships
11:45:05.542 (542178109)|HEAP_ALLOCATE|[72]|Bytes:3
11:45:05.542 (542220894)|HEAP_ALLOCATE|[77]|Bytes:152
11:45:05.542 (542245049)|HEAP_ALLOCATE|[342]|Bytes:408
11:45:05.542 (542271658)|HEAP_ALLOCATE|[355]|Bytes:408
11:45:05.542 (542295431)|HEAP_ALLOCATE|[467]|Bytes:48
11:45:05.542 (542339026)|HEAP_ALLOCATE|[139]|Bytes:6
11:45:05.542 (542366868)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:138
11:45:05.542 (542388278)|METHOD_ENTRY|[2]|01p58000000nl6e|BusinessUnitRelationshipHelperTest.BusinessUnitRelationshipHelperTest()
11:45:05.542 (542393754)|STATEMENT_EXECUTE|[2]
11:45:05.542 (542399392)|STATEMENT_EXECUTE|[2]
11:45:05.542 (542440180)|HEAP_ALLOCATE|[50]|Bytes:5
11:45:05.542 (542466803)|HEAP_ALLOCATE|[56]|Bytes:5
11:45:05.542 (542478642)|HEAP_ALLOCATE|[64]|Bytes:7
11:45:05.543 (543070694)|SYSTEM_MODE_ENTER|false
11:45:05.543 (543092418)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:5
11:45:05.543 (543102410)|SYSTEM_MODE_EXIT|false
11:45:05.543 (543116135)|METHOD_EXIT|[2]|BusinessUnitRelationshipHelperTest
11:45:05.543 (543150922)|SYSTEM_MODE_ENTER|false
11:45:05.543 (543162949)|HEAP_ALLOCATE|[4]|Bytes:5
11:45:05.543 (543168614)|STATEMENT_EXECUTE|[3]
11:45:05.543 (543171391)|STATEMENT_EXECUTE|[4]
11:45:05.543 (543242014)|HEAP_ALLOCATE|[4]|Bytes:4
11:45:05.543 (543393548)|VARIABLE_SCOPE_BEGIN|[4]|parent|grc__Business_Unit__c|true|false
11:45:05.543 (543411207)|VARIABLE_ASSIGNMENT|[4]|parent|{}|0x4a81d1ce
11:45:05.543 (543415890)|STATEMENT_EXECUTE|[5]
11:45:05.543 (543421220)|HEAP_ALLOCATE|[5]|Bytes:6
11:45:05.543 (543520290)|VARIABLE_ASSIGNMENT|[5]|this.Name|"parent"|0x4a81d1ce
11:45:05.543 (543526629)|STATEMENT_EXECUTE|[6]
11:45:05.543 (543588889)|VARIABLE_ASSIGNMENT|[6]|this.Risk__Sharing_Group_Name__c|"parent"|0x4a81d1ce
11:45:05.543 (543594919)|STATEMENT_EXECUTE|[8]
11:45:05.543 (543611470)|HEAP_ALLOCATE|[8]|Bytes:4
11:45:05.543 (543637105)|VARIABLE_SCOPE_BEGIN|[8]|child1|grc__Business_Unit__c|true|false
11:45:05.543 (543651696)|VARIABLE_ASSIGNMENT|[8]|child1|{}|0x6d469e98
11:45:05.543 (543656110)|STATEMENT_EXECUTE|[9]
11:45:05.543 (543660904)|HEAP_ALLOCATE|[9]|Bytes:6
11:45:05.543 (543716608)|VARIABLE_ASSIGNMENT|[9]|this.Name|"child1"|0x6d469e98
11:45:05.543 (543722578)|STATEMENT_EXECUTE|[10]
11:45:05.543 (543777796)|VARIABLE_ASSIGNMENT|[10]|this.Risk__Sharing_Group_Name__c|"child1"|0x6d469e98
11:45:05.543 (543783677)|STATEMENT_EXECUTE|[12]
11:45:05.543 (543798635)|HEAP_ALLOCATE|[12]|Bytes:4
11:45:05.543 (543820091)|VARIABLE_SCOPE_BEGIN|[12]|child2|grc__Business_Unit__c|true|false
11:45:05.543 (543833497)|VARIABLE_ASSIGNMENT|[12]|child2|{}|0x222bae4b
11:45:05.543 (543837637)|STATEMENT_EXECUTE|[13]
11:45:05.543 (543842295)|HEAP_ALLOCATE|[13]|Bytes:6
11:45:05.543 (543895837)|VARIABLE_ASSIGNMENT|[13]|this.Name|"child2"|0x222bae4b
11:45:05.543 (543901624)|STATEMENT_EXECUTE|[14]
11:45:05.543 (543961792)|VARIABLE_ASSIGNMENT|[14]|this.Risk__Sharing_Group_Name__c|"child2"|0x222bae4b
11:45:05.543 (543967520)|STATEMENT_EXECUTE|[16]
11:45:05.543 (543988333)|HEAP_ALLOCATE|[16]|Bytes:4
11:45:05.544 (544011550)|VARIABLE_SCOPE_BEGIN|[16]|child11|grc__Business_Unit__c|true|false
11:45:05.544 (544026038)|VARIABLE_ASSIGNMENT|[16]|child11|{}|0x3f0be46b
11:45:05.544 (544030570)|STATEMENT_EXECUTE|[17]
11:45:05.544 (544035174)|HEAP_ALLOCATE|[17]|Bytes:7
11:45:05.544 (544089116)|VARIABLE_ASSIGNMENT|[17]|this.Name|"child11"|0x3f0be46b
11:45:05.544 (544097050)|STATEMENT_EXECUTE|[18]
11:45:05.544 (544153925)|VARIABLE_ASSIGNMENT|[18]|this.Risk__Sharing_Group_Name__c|"child11"|0x3f0be46b
11:45:05.544 (544159687)|STATEMENT_EXECUTE|[20]
11:45:05.544 (544174351)|HEAP_ALLOCATE|[20]|Bytes:4
11:45:05.544 (544195226)|VARIABLE_SCOPE_BEGIN|[20]|child21|grc__Business_Unit__c|true|false
