35.0 APEX_CODE,FINEST;APEX_PROFILING,INFO;CALLOUT,INFO;DB,INFO;SYSTEM,DEBUG;VALIDATION,INFO;VISUALFORCE,INFO;WORKFLOW,INFO
Execute Anonymous: SObjectData d = new SObjectData('Test_objects__c');
Execute Anonymous: Map<String, String> x = new Map<String, String>();
Execute Anonymous: x.put('Name', 'x');
Execute Anonymous: 
Execute Anonymous: SObjectData d1 = new SObjectData('Test_objects__c');
Execute Anonymous: d1.setParent(d);
Execute Anonymous: 
Execute Anonymous: d.addChild(d1);
Execute Anonymous: 
Execute Anonymous: ScoringSchemeHelper h = new ScoringSchemeHelper();
Execute Anonymous: h.createSObjects(new List<SObjectData> { d} );
14:10:43.170 (170489860)|EXECUTION_STARTED
14:10:43.170 (170503672)|CODE_UNIT_STARTED|[EXTERNAL]|execute_anonymous_apex
14:10:43.187 (187154076)|VARIABLE_SCOPE_BEGIN|[1]|d|SObjectData|true|false
14:10:43.187 (187178290)|VARIABLE_SCOPE_BEGIN|[5]|d1|SObjectData|true|false
14:10:43.196 (196899085)|VARIABLE_SCOPE_BEGIN|[10]|h|ScoringSchemeHelper|true|false
14:10:43.196 (196917322)|VARIABLE_SCOPE_BEGIN|[2]|x|Map<String,String>|true|false
14:10:43.197 (197103333)|HEAP_ALLOCATE|[72]|Bytes:3
14:10:43.197 (197175088)|HEAP_ALLOCATE|[77]|Bytes:152
14:10:43.197 (197199535)|HEAP_ALLOCATE|[342]|Bytes:408
14:10:43.197 (197226045)|HEAP_ALLOCATE|[355]|Bytes:408
14:10:43.197 (197252392)|HEAP_ALLOCATE|[467]|Bytes:48
14:10:43.197 (197301647)|HEAP_ALLOCATE|[139]|Bytes:6
14:10:43.197 (197338658)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:17
14:10:43.197 (197397673)|STATEMENT_EXECUTE|[1]
14:10:43.197 (197402717)|STATEMENT_EXECUTE|[1]
14:10:43.197 (197408988)|HEAP_ALLOCATE|[1]|Bytes:34
14:10:43.197 (197452530)|METHOD_ENTRY|[1]|01p58000000n6Fr|SObjectData.SObjectData()
14:10:43.197 (197458521)|STATEMENT_EXECUTE|[1]
14:10:43.197 (197462893)|STATEMENT_EXECUTE|[1]
14:10:43.197 (197507767)|HEAP_ALLOCATE|[50]|Bytes:5
14:10:43.197 (197541034)|HEAP_ALLOCATE|[56]|Bytes:5
14:10:43.197 (197555380)|HEAP_ALLOCATE|[64]|Bytes:7
14:10:43.197 (197584335)|SYSTEM_MODE_ENTER|false
14:10:43.197 (197608821)|HEAP_ALLOCATE|[1]|Bytes:5
14:10:43.197 (197618723)|SYSTEM_MODE_EXIT|false
14:10:43.197 (197630100)|METHOD_EXIT|[1]|SObjectData
14:10:43.197 (197731503)|HEAP_ALLOCATE|[1]|Bytes:20
14:10:43.197 (197739718)|HEAP_ALLOCATE|[1]|Bytes:15
14:10:43.197 (197770499)|SYSTEM_MODE_ENTER|false
14:10:43.197 (197803386)|HEAP_ALLOCATE|[1]|Bytes:5
14:10:43.197 (197826595)|CONSTRUCTOR_ENTRY|[1]|01p58000000n6Fr|<init>(String)
14:10:43.197 (197871418)|VARIABLE_SCOPE_BEGIN|[7]|this|SObjectData|true|false
14:10:43.197 (197934152)|VARIABLE_ASSIGNMENT|[7]|this|{}|0x271665c5
14:10:43.197 (197942132)|VARIABLE_SCOPE_BEGIN|[7]|sobjectType|String|false|false
14:10:43.197 (197954457)|VARIABLE_ASSIGNMENT|[7]|sobjectType|"Test_objects__c"
14:10:43.197 (197963758)|HEAP_ALLOCATE|[2]|Bytes:5
14:10:43.197 (197968657)|STATEMENT_EXECUTE|[1]
14:10:43.197 (197972633)|HEAP_ALLOCATE|[2]|Bytes:5
14:10:43.197 (197975721)|STATEMENT_EXECUTE|[2]
14:10:43.197 (197985505)|HEAP_ALLOCATE|[2]|Bytes:4
14:10:43.198 (198033431)|VARIABLE_ASSIGNMENT|[2]|this.fieldMap|{"s":1,"v":{}}|0x271665c5
14:10:43.198 (198040156)|STATEMENT_EXECUTE|[3]
14:10:43.198 (198042895)|STATEMENT_EXECUTE|[4]
14:10:43.198 (198045037)|STATEMENT_EXECUTE|[5]
14:10:43.198 (198060239)|HEAP_ALLOCATE|[2]|Bytes:6
14:10:43.198 (198078622)|VARIABLE_SCOPE_BEGIN|[2]|this|System.ApexBaseClass|true|false
14:10:43.198 (198104547)|VARIABLE_ASSIGNMENT|[2]|this|{"fieldMap":"0x687d6f9f"}|0x271665c5
14:10:43.198 (198116727)|STATEMENT_EXECUTE|[7]
