35.0 APEX_CODE,FINEST;APEX_PROFILING,INFO;CALLOUT,INFO;DB,INFO;SYSTEM,DEBUG;VALIDATION,INFO;VISUALFORCE,INFO;WORKFLOW,INFO
11:45:25.092 (92277739)|EXECUTION_STARTED
11:45:25.092 (92323234)|CODE_UNIT_STARTED|[EXTERNAL]|01p58000000nl6j|BusinessUnitCreationHelperTest.testBusinessUnitCreation
11:45:25.092 (92477723)|HEAP_ALLOCATE|[72]|Bytes:3
11:45:25.092 (92508200)|HEAP_ALLOCATE|[77]|Bytes:152
11:45:25.092 (92530464)|HEAP_ALLOCATE|[342]|Bytes:408
11:45:25.092 (92557853)|HEAP_ALLOCATE|[355]|Bytes:408
11:45:25.092 (92583232)|HEAP_ALLOCATE|[467]|Bytes:48
11:45:25.092 (92616644)|HEAP_ALLOCATE|[139]|Bytes:6
11:45:25.092 (92644577)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:52
11:45:25.092 (92662779)|METHOD_ENTRY|[2]|01p58000000nl6j|BusinessUnitCreationHelperTest.BusinessUnitCreationHelperTest()
11:45:25.092 (92668113)|STATEMENT_EXECUTE|[2]
11:45:25.092 (92672316)|STATEMENT_EXECUTE|[2]
11:45:25.092 (92708217)|HEAP_ALLOCATE|[50]|Bytes:5
11:45:25.092 (92727672)|HEAP_ALLOCATE|[56]|Bytes:5
11:45:25.092 (92738576)|HEAP_ALLOCATE|[64]|Bytes:7
11:45:25.093 (93246864)|SYSTEM_MODE_ENTER|false
11:45:25.093 (93264776)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:5
11:45:25.093 (93273695)|SYSTEM_MODE_EXIT|false
11:45:25.093 (93283015)|METHOD_EXIT|[2]|BusinessUnitCreationHelperTest
11:45:25.093 (93311697)|SYSTEM_MODE_ENTER|false
11:45:25.093 (93318067)|HEAP_ALLOCATE|[4]|Bytes:5
11:45:25.093 (93322739)|STATEMENT_EXECUTE|[3]
11:45:25.093 (93325097)|STATEMENT_EXECUTE|[4]
11:45:25.093 (93418159)|VARIABLE_SCOPE_BEGIN|[4]|results|List<grc__Business_Unit__c>|true|false
11:45:25.093 (93437966)|VARIABLE_ASSIGNMENT|[4]|results|null|
11:45:25.093 (93442248)|STATEMENT_EXECUTE|[6]
11:45:25.094 (94049358)|HEAP_ALLOCATE|[6]|Bytes:2
11:45:25.094 (94078007)|METHOD_ENTRY|[4]|01p58000000nl2H|BusinessUnitCreationHelper.BusinessUnitCreationHelper()
11:45:25.094 (94084070)|STATEMENT_EXECUTE|[4]
11:45:25.094 (94088239)|STATEMENT_EXECUTE|[4]
11:45:25.094 (94094490)|HEAP_ALLOCATE|[6]|Bytes:5
11:45:25.094 (94104269)|METHOD_EXIT|[4]|BusinessUnitCreationHelper
11:45:25.094 (94141637)|METHOD_ENTRY|[6]|01p58000000nl2H|BusinessUnitCreationHelper.createBusinessUnits(List<String>, Id)
11:45:25.094 (94182122)|VARIABLE_SCOPE_BEGIN|[13]|nameList|List<String>|true|false
11:45:25.094 (94194359)|VARIABLE_ASSIGNMENT|[13]|nameList|null|
11:45:25.094 (94199549)|VARIABLE_SCOPE_BEGIN|[13]|scoringSchemeId|Id|false|false
11:45:25.094 (94205311)|VARIABLE_ASSIGNMENT|[13]|scoringSchemeId|null
11:45:25.094 (94215154)|HEAP_ALLOCATE|[15]|Bytes:5
11:45:25.094 (94219966)|STATEMENT_EXECUTE|[13]
11:45:25.094 (94222404)|STATEMENT_EXECUTE|[15]
11:45:25.094 (94229449)|HEAP_ALLOCATE|[15]|Bytes:4
11:45:25.094 (94353133)|VARIABLE_SCOPE_BEGIN|[15]|businessUnitList|List<grc__Business_Unit__c>|true|false
11:45:25.094 (94370421)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
11:45:25.094 (94393671)|VARIABLE_ASSIGNMENT|[15]|businessUnitList|{"s":1,"v":[]}|0x54f568ee
11:45:25.094 (94403853)|STATEMENT_EXECUTE|[17]
11:45:25.094 (94406404)|STATEMENT_EXECUTE|[18]
11:45:25.094 (94418620)|METHOD_EXIT|[6]|01p58000000nl2H|BusinessUnitCreationHelper.createBusinessUnits(List<String>, Id)
11:45:25.094 (94435617)|VARIABLE_ASSIGNMENT|[6]|results|{"s":1,"v":[]}|0x54f568ee
11:45:25.094 (94440458)|STATEMENT_EXECUTE|[7]
11:45:25.094 (94542611)|STATEMENT_EXECUTE|[8]
11:45:25.094 (94636981)|STATEMENT_EXECUTE|[10]
11:45:25.094 (94644762)|HEAP_ALLOCATE|[10]|Bytes:4
11:45:25.094 (94686664)|METHOD_ENTRY|[10]|01p58000000nl2H|BusinessUnitCreationHelper.createBusinessUnits(List<String>, Id)
11:45:25.094 (94693681)|VARIABLE_SCOPE_BEGIN|[13]|nameList|List<String>|true|false
11:45:25.094 (94718384)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
11:45:25.094 (94735481)|VARIABLE_ASSIGNMENT|[13]|nameList|{"s":1,"v":[]}|0x4e141931
11:45:25.094 (94740056)|VARIABLE_SCOPE_BEGIN|[13]|scoringSchemeId|Id|false|false
11:45:25.094 (94745688)|VARIABLE_ASSIGNMENT|[13]|scoringSchemeId|null
11:45:25.094 (94754255)|HEAP_ALLOCATE|[15]|Bytes:5
11:45:25.094 (94758743)|STATEMENT_EXECUTE|[13]
11:45:25.094 (94760924)|STATEMENT_EXECUTE|[15]
11:45:25.094 (94764910)|HEAP_ALLOCATE|[15]|Bytes:4
11:45:25.094 (94776302)|VARIABLE_SCOPE_BEGIN|[15]|businessUnitList|List<grc__Business_Unit__c>|true|false
11:45:25.094 (94789897)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
11:45:25.094 (94803304)|VARIABLE_ASSIGNMENT|[15]|businessUnitList|{"s":1,"v":[]}|0x2514e46d
11:45:25.094 (94855573)|STATEMENT_EXECUTE|[17]
11:45:25.094 (94862465)|STATEMENT_EXECUTE|[18]
11:45:25.094 (94872242)|METHOD_EXIT|[10]|01p58000000nl2H|BusinessUnitCreationHelper.createBusinessUnits(List<String>, Id)
11:45:25.094 (94889821)|VARIABLE_ASSIGNMENT|[10]|results|{"s":1,"v":[]}|0x2514e46d
11:45:25.094 (94894525)|STATEMENT_EXECUTE|[11]
11:45:25.094 (94961005)|STATEMENT_EXECUTE|[12]
11:45:25.095 (95070716)|STATEMENT_EXECUTE|[14]
11:45:25.095 (95082611)|HEAP_ALLOCATE|[14]|Bytes:4
11:45:25.095 (95134062)|HEAP_ALLOCATE|[14]|Bytes:6
