35.0 APEX_CODE,FINEST;APEX_PROFILING,INFO;CALLOUT,INFO;DB,INFO;SYSTEM,DEBUG;VALIDATION,INFO;VISUALFORCE,INFO;WORKFLOW,INFO
Execute Anonymous: SObjectData d = new SObjectData('Test_objects__c');
Execute Anonymous: Map<String, String> x = new Map<String, String>();
Execute Anonymous: x.put('Name', 'x');
Execute Anonymous: 
Execute Anonymous: SObjectData d1 = new SObjectData('Test_objects__c');
Execute Anonymous: d1.setParent(d);
Execute Anonymous: 
Execute Anonymous: d.addChild(d1);
Execute Anonymous: 
Execute Anonymous: ScoringSchemeHelper h = new ScoringSchemeHelper();
Execute Anonymous: h.createSObjects(new List<SObjectData> { d} );
14:09:50.035 (35443748)|EXECUTION_STARTED
14:09:50.035 (35457382)|CODE_UNIT_STARTED|[EXTERNAL]|execute_anonymous_apex
14:09:50.036 (36981745)|VARIABLE_SCOPE_BEGIN|[1]|d|SObjectData|true|false
14:09:50.036 (36994106)|VARIABLE_SCOPE_BEGIN|[5]|d1|SObjectData|true|false
14:09:50.038 (38911404)|VARIABLE_SCOPE_BEGIN|[10]|h|ScoringSchemeHelper|true|false
14:09:50.038 (38927032)|VARIABLE_SCOPE_BEGIN|[2]|x|Map<String,String>|true|false
14:09:50.039 (39084774)|HEAP_ALLOCATE|[72]|Bytes:3
14:09:50.039 (39148790)|HEAP_ALLOCATE|[77]|Bytes:152
14:09:50.039 (39172599)|HEAP_ALLOCATE|[342]|Bytes:408
14:09:50.039 (39198397)|HEAP_ALLOCATE|[355]|Bytes:408
14:09:50.039 (39224502)|HEAP_ALLOCATE|[467]|Bytes:48
14:09:50.039 (39275595)|HEAP_ALLOCATE|[139]|Bytes:6
14:09:50.039 (39317340)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:17
14:09:50.039 (39370844)|STATEMENT_EXECUTE|[1]
14:09:50.039 (39386424)|STATEMENT_EXECUTE|[1]
14:09:50.039 (39395018)|HEAP_ALLOCATE|[1]|Bytes:34
14:09:50.039 (39436052)|METHOD_ENTRY|[1]|01p58000000n6Fr|SObjectData.SObjectData()
14:09:50.039 (39442270)|STATEMENT_EXECUTE|[1]
14:09:50.039 (39447541)|STATEMENT_EXECUTE|[1]
14:09:50.039 (39488672)|HEAP_ALLOCATE|[50]|Bytes:5
14:09:50.039 (39521286)|HEAP_ALLOCATE|[56]|Bytes:5
14:09:50.039 (39538597)|HEAP_ALLOCATE|[64]|Bytes:7
14:09:50.039 (39570062)|SYSTEM_MODE_ENTER|false
14:09:50.039 (39590385)|HEAP_ALLOCATE|[1]|Bytes:5
14:09:50.039 (39598488)|SYSTEM_MODE_EXIT|false
14:09:50.039 (39610569)|METHOD_EXIT|[1]|SObjectData
14:09:50.039 (39697192)|HEAP_ALLOCATE|[1]|Bytes:20
14:09:50.039 (39705236)|HEAP_ALLOCATE|[1]|Bytes:15
14:09:50.039 (39734111)|SYSTEM_MODE_ENTER|false
14:09:50.039 (39752673)|HEAP_ALLOCATE|[1]|Bytes:5
14:09:50.039 (39774452)|CONSTRUCTOR_ENTRY|[1]|01p58000000n6Fr|<init>(String)
14:09:50.039 (39816814)|VARIABLE_SCOPE_BEGIN|[7]|this|SObjectData|true|false
14:09:50.039 (39868601)|VARIABLE_ASSIGNMENT|[7]|this|{}|0x1cc107ea
14:09:50.039 (39876419)|VARIABLE_SCOPE_BEGIN|[7]|sobjectType|String|false|false
14:09:50.039 (39888089)|VARIABLE_ASSIGNMENT|[7]|sobjectType|"Test_objects__c"
14:09:50.039 (39897098)|HEAP_ALLOCATE|[2]|Bytes:5
14:09:50.039 (39901947)|STATEMENT_EXECUTE|[1]
14:09:50.039 (39905760)|HEAP_ALLOCATE|[2]|Bytes:5
14:09:50.039 (39908806)|STATEMENT_EXECUTE|[2]
14:09:50.039 (39917248)|HEAP_ALLOCATE|[2]|Bytes:4
14:09:50.039 (39961058)|VARIABLE_ASSIGNMENT|[2]|this.fieldMap|{"s":1,"v":{}}|0x1cc107ea
14:09:50.039 (39966822)|STATEMENT_EXECUTE|[3]
14:09:50.039 (39969392)|STATEMENT_EXECUTE|[4]
14:09:50.039 (39971431)|STATEMENT_EXECUTE|[5]
14:09:50.039 (39987672)|HEAP_ALLOCATE|[2]|Bytes:6
14:09:50.040 (40008643)|VARIABLE_SCOPE_BEGIN|[2]|this|System.ApexBaseClass|true|false
14:09:50.040 (40035668)|VARIABLE_ASSIGNMENT|[2]|this|{"fieldMap":"0x1ab16df5"}|0x1cc107ea
14:09:50.040 (40047383)|STATEMENT_EXECUTE|[7]
