35.0 APEX_CODE,FINEST;APEX_PROFILING,INFO;CALLOUT,INFO;DB,INFO;SYSTEM,DEBUG;VALIDATION,INFO;VISUALFORCE,INFO;WORKFLOW,INFO
11:45:05.429 (429103838)|EXECUTION_STARTED
11:45:05.429 (429331599)|CODE_UNIT_STARTED|[EXTERNAL]|01p58000000nnNE|RiskAssessmentCreatorHelperTest.testCreateRiskAssessment
11:45:05.430 (430163735)|HEAP_ALLOCATE|[72]|Bytes:3
11:45:05.430 (430234984)|HEAP_ALLOCATE|[77]|Bytes:152
11:45:05.430 (430280789)|HEAP_ALLOCATE|[342]|Bytes:408
11:45:05.430 (430312167)|HEAP_ALLOCATE|[355]|Bytes:408
11:45:05.430 (430337565)|HEAP_ALLOCATE|[467]|Bytes:48
11:45:05.430 (430387375)|HEAP_ALLOCATE|[139]|Bytes:6
11:45:05.430 (430416978)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:323
11:45:05.430 (430444789)|METHOD_ENTRY|[1]|01p58000000nnNE|RiskAssessmentCreatorHelperTest.RiskAssessmentCreatorHelperTest()
11:45:05.430 (430453133)|STATEMENT_EXECUTE|[1]
11:45:05.430 (430458868)|STATEMENT_EXECUTE|[1]
11:45:05.430 (430506624)|HEAP_ALLOCATE|[50]|Bytes:5
11:45:05.430 (430549615)|HEAP_ALLOCATE|[56]|Bytes:5
11:45:05.430 (430569411)|HEAP_ALLOCATE|[64]|Bytes:7
11:45:05.431 (431112533)|SYSTEM_MODE_ENTER|false
11:45:05.431 (431138391)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:5
11:45:05.431 (431147888)|SYSTEM_MODE_EXIT|false
11:45:05.431 (431162493)|METHOD_EXIT|[1]|RiskAssessmentCreatorHelperTest
11:45:05.431 (431212363)|SYSTEM_MODE_ENTER|false
11:45:05.431 (431218549)|HEAP_ALLOCATE|[5]|Bytes:5
11:45:05.431 (431223814)|STATEMENT_EXECUTE|[3]
11:45:05.431 (431226528)|STATEMENT_EXECUTE|[5]
11:45:05.445 (445072862)|HEAP_ALLOCATE|[5]|Bytes:2
11:45:05.445 (445137195)|METHOD_ENTRY|[4]|01p58000000n81u|ScoringSchemeHelper.ScoringSchemeHelper()
11:45:05.445 (445147535)|STATEMENT_EXECUTE|[4]
11:45:05.445 (445154247)|STATEMENT_EXECUTE|[4]
11:45:05.445 (445163588)|HEAP_ALLOCATE|[5]|Bytes:5
11:45:05.445 (445180985)|METHOD_EXIT|[4]|ScoringSchemeHelper
11:45:05.445 (445359512)|METHOD_ENTRY|[5]|01p58000000n81u|ScoringSchemeHelper.createScoringScheme(List<List<String>>, List<String>, List<String>)
11:45:05.445 (445436435)|VARIABLE_SCOPE_BEGIN|[12]|heatmap|List<List<String>>|true|false
11:45:05.445 (445467692)|VARIABLE_ASSIGNMENT|[12]|heatmap|null|
11:45:05.445 (445479513)|VARIABLE_SCOPE_BEGIN|[12]|scoreBandNames|List<String>|true|false
11:45:05.445 (445489473)|VARIABLE_ASSIGNMENT|[12]|scoreBandNames|null|
11:45:05.445 (445495400)|VARIABLE_SCOPE_BEGIN|[12]|scoreBandColours|List<String>|true|false
11:45:05.445 (445500382)|VARIABLE_ASSIGNMENT|[12]|scoreBandColours|null|
11:45:05.445 (445514217)|HEAP_ALLOCATE|[13]|Bytes:5
11:45:05.445 (445519906)|STATEMENT_EXECUTE|[12]
11:45:05.445 (445522512)|STATEMENT_EXECUTE|[13]
11:45:05.445 (445609848)|HEAP_ALLOCATE|[13]|Bytes:4
11:45:05.445 (445801486)|VARIABLE_SCOPE_BEGIN|[13]|scoringScheme|Risk__Scoring_Scheme__c|true|false
11:45:05.445 (445827196)|VARIABLE_ASSIGNMENT|[13]|scoringScheme|{}|0x2cd03784
11:45:05.445 (445831868)|STATEMENT_EXECUTE|[14]
