28.0 APEX_CODE,FINEST;APEX_PROFILING,INFO;CALLOUT,INFO;DB,INFO;SYSTEM,DEBUG;VALIDATION,INFO;VISUALFORCE,INFO;WORKFLOW,INFO
17:14:21.050 (50164242)|ENTERING_MANAGED_PKG|Risk
17:14:21.050 (50388723)|HEAP_ALLOCATE|[72]|Bytes:3
17:14:21.050 (50456825)|HEAP_ALLOCATE|[77]|Bytes:152
17:14:21.050 (50478708)|HEAP_ALLOCATE|[342]|Bytes:408
17:14:21.050 (50502145)|HEAP_ALLOCATE|[355]|Bytes:408
17:14:21.050 (50524380)|HEAP_ALLOCATE|[467]|Bytes:48
17:14:21.050 (50566019)|HEAP_ALLOCATE|[139]|Bytes:6
17:14:21.050 (50739549)|HEAP_ALLOCATE|[50]|Bytes:5
17:14:21.050 (50767416)|HEAP_ALLOCATE|[56]|Bytes:5
17:14:21.050 (50779054)|HEAP_ALLOCATE|[64]|Bytes:7
17:14:21.068 (68931509)|SOQL_EXECUTE_BEGIN|[43]|Aggregations:0|SELECT Id, Name, Risk__Impact_Category__c FROM Score_Band_Entry__c WHERE Impact_Category__c = :tmpVar1
17:14:21.072 (72557793)|SOQL_EXECUTE_END|[43]|Rows:0
