35.0 APEX_CODE,FINEST;APEX_PROFILING,INFO;CALLOUT,INFO;DB,INFO;SYSTEM,DEBUG;VALIDATION,INFO;VISUALFORCE,INFO;WORKFLOW,INFO
Execute Anonymous: SObjectData d = new SObjectData('Test_objects__c');
Execute Anonymous: d.addValuePair('Name', 'x');
Execute Anonymous: 
Execute Anonymous: SObjectData d1 = new SObjectData('Test_objects__c');
Execute Anonymous: d1.addValuePair('Name', 'x');
Execute Anonymous: d1.setParent(d);
Execute Anonymous: 
Execute Anonymous: d.addChild(d1);
Execute Anonymous: 
Execute Anonymous: ScoringSchemeHelper h = new ScoringSchemeHelper();
Execute Anonymous: h.createSObjects(new List<SObjectData> { d} );
14:16:40.055 (55613682)|EXECUTION_STARTED
14:16:40.055 (55625278)|CODE_UNIT_STARTED|[EXTERNAL]|execute_anonymous_apex
14:16:40.057 (57034109)|VARIABLE_SCOPE_BEGIN|[1]|d|SObjectData|true|false
14:16:40.057 (57046253)|VARIABLE_SCOPE_BEGIN|[4]|d1|SObjectData|true|false
14:16:40.058 (58963832)|VARIABLE_SCOPE_BEGIN|[10]|h|ScoringSchemeHelper|true|false
14:16:40.059 (59122221)|HEAP_ALLOCATE|[72]|Bytes:3
14:16:40.059 (59184169)|HEAP_ALLOCATE|[77]|Bytes:152
14:16:40.059 (59209785)|HEAP_ALLOCATE|[342]|Bytes:408
14:16:40.059 (59233461)|HEAP_ALLOCATE|[355]|Bytes:408
14:16:40.059 (59255975)|HEAP_ALLOCATE|[467]|Bytes:48
14:16:40.059 (59299945)|HEAP_ALLOCATE|[139]|Bytes:6
14:16:40.059 (59333459)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:17
14:16:40.059 (59392461)|STATEMENT_EXECUTE|[1]
14:16:40.059 (59397138)|STATEMENT_EXECUTE|[1]
14:16:40.059 (59403473)|HEAP_ALLOCATE|[1]|Bytes:34
14:16:40.059 (59443444)|METHOD_ENTRY|[1]|01p58000000n6Fr|SObjectData.SObjectData()
14:16:40.059 (59449366)|STATEMENT_EXECUTE|[1]
14:16:40.059 (59453566)|STATEMENT_EXECUTE|[1]
14:16:40.059 (59496848)|HEAP_ALLOCATE|[50]|Bytes:5
14:16:40.059 (59527506)|HEAP_ALLOCATE|[56]|Bytes:5
14:16:40.059 (59539985)|HEAP_ALLOCATE|[64]|Bytes:7
14:16:40.059 (59565198)|SYSTEM_MODE_ENTER|false
14:16:40.059 (59585511)|HEAP_ALLOCATE|[1]|Bytes:5
14:16:40.059 (59594320)|SYSTEM_MODE_EXIT|false
14:16:40.059 (59607710)|METHOD_EXIT|[1]|SObjectData
14:16:40.059 (59703385)|HEAP_ALLOCATE|[1]|Bytes:20
14:16:40.059 (59711647)|HEAP_ALLOCATE|[1]|Bytes:15
14:16:40.059 (59741832)|SYSTEM_MODE_ENTER|false
14:16:40.059 (59763433)|HEAP_ALLOCATE|[1]|Bytes:5
14:16:40.059 (59785899)|CONSTRUCTOR_ENTRY|[1]|01p58000000n6Fr|<init>(String)
