35.0 APEX_CODE,FINEST;APEX_PROFILING,INFO;CALLOUT,INFO;DB,INFO;SYSTEM,DEBUG;VALIDATION,INFO;VISUALFORCE,INFO;WORKFLOW,INFO
11:46:59.492 (492888585)|EXECUTION_STARTED
11:46:59.492 (492967170)|CODE_UNIT_STARTED|[EXTERNAL]|01p58000000nnNO|RiskCreatorHelperTest.testCreateRisks
11:46:59.493 (493363212)|HEAP_ALLOCATE|[72]|Bytes:3
11:46:59.493 (493430325)|HEAP_ALLOCATE|[77]|Bytes:152
11:46:59.493 (493462250)|HEAP_ALLOCATE|[342]|Bytes:408
11:46:59.493 (493491742)|HEAP_ALLOCATE|[355]|Bytes:408
11:46:59.493 (493518153)|HEAP_ALLOCATE|[467]|Bytes:48
11:46:59.493 (493572730)|HEAP_ALLOCATE|[139]|Bytes:6
11:46:59.493 (493607099)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:52
11:46:59.493 (493632888)|METHOD_ENTRY|[2]|01p58000000nnNO|RiskCreatorHelperTest.RiskCreatorHelperTest()
11:46:59.493 (493640962)|STATEMENT_EXECUTE|[2]
11:46:59.493 (493648627)|STATEMENT_EXECUTE|[2]
11:46:59.493 (493691897)|HEAP_ALLOCATE|[50]|Bytes:5
11:46:59.493 (493727952)|HEAP_ALLOCATE|[56]|Bytes:5
11:46:59.493 (493742325)|HEAP_ALLOCATE|[64]|Bytes:7
11:46:59.494 (494244406)|SYSTEM_MODE_ENTER|false
11:46:59.494 (494277048)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:5
11:46:59.494 (494288072)|SYSTEM_MODE_EXIT|false
11:46:59.494 (494304708)|METHOD_EXIT|[2]|RiskCreatorHelperTest
11:46:59.494 (494355823)|SYSTEM_MODE_ENTER|false
11:46:59.494 (494364017)|HEAP_ALLOCATE|[5]|Bytes:5
11:46:59.494 (494370689)|STATEMENT_EXECUTE|[3]
11:46:59.494 (494374564)|STATEMENT_EXECUTE|[5]
11:46:59.494 (494461932)|HEAP_ALLOCATE|[5]|Bytes:4
11:46:59.494 (494644204)|VARIABLE_SCOPE_BEGIN|[5]|parent|grc__Business_Unit__c|true|false
11:46:59.494 (494677881)|VARIABLE_ASSIGNMENT|[5]|parent|{}|0x6518fd75
11:46:59.494 (494684247)|STATEMENT_EXECUTE|[6]
11:46:59.494 (494690040)|HEAP_ALLOCATE|[6]|Bytes:6
11:46:59.494 (494823596)|VARIABLE_ASSIGNMENT|[6]|this.Name|"parent"|0x6518fd75
11:46:59.494 (494832638)|STATEMENT_EXECUTE|[7]
11:46:59.494 (494914902)|VARIABLE_ASSIGNMENT|[7]|this.Risk__Sharing_Group_Name__c|"parent"|0x6518fd75
11:46:59.494 (494923623)|STATEMENT_EXECUTE|[9]
11:46:59.494 (494929326)|HEAP_ALLOCATE|[9]|Bytes:39
11:46:59.494 (494947432)|HEAP_ALLOCATE|[9]|Bytes:4
11:46:59.494 (494967135)|HEAP_ALLOCATE|[9]|Bytes:7
11:46:59.495 (495470651)|SOQL_EXECUTE_BEGIN|[9]|Aggregations:0|SELECT Id FROM User WHERE Id = :tmpVar1
11:46:59.497 (497767341)|SOQL_EXECUTE_END|[9]|Rows:1
11:46:59.497 (497792696)|HEAP_ALLOCATE|[9]|Bytes:8
11:46:59.497 (497810122)|HEAP_ALLOCATE|[9]|Bytes:29
11:46:59.497 (497940890)|HEAP_ALLOCATE|[9]|Bytes:8
11:46:59.497 (497953605)|HEAP_ALLOCATE|[9]|Bytes:30
11:46:59.498 (498042419)|HEAP_ALLOCATE|[9]|Bytes:8
11:46:59.498 (498054846)|VARIABLE_SCOPE_BEGIN|[9]|usr|User|true|false
11:46:59.498 (498081982)|VARIABLE_ASSIGNMENT|[9]|usr|{"s":1,"v":{"Id":"00558000000FHMRAA4"}}|0x544e3cf1
11:46:59.501 (501851216)|HEAP_ALLOCATE|[10]|Bytes:8
11:46:59.501 (501864708)|STATEMENT_EXECUTE|[10]
11:46:59.501 (501869097)|STATEMENT_EXECUTE|[12]
11:46:59.503 (503182209)|STATEMENT_EXECUTE|[13]
11:46:59.503 (503224931)|HEAP_ALLOCATE|[13]|Bytes:4
11:46:59.503 (503327698)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:8
11:46:59.503 (503392597)|DML_BEGIN|[13]|Op:Insert|Type:grc__Business_Unit__c|Rows:1
11:46:59.503 (503436082)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:8
11:46:59.507 (507582731)|ENTERING_MANAGED_PKG|Risk
11:46:59.509 (509400545)|SOQL_EXECUTE_BEGIN|[16]|Aggregations:0|SELECT Id, Risk__Hierarchy_Level__c FROM grc__Business_Unit__c WHERE Id = :tmpVar1
11:46:59.512 (512797874)|SOQL_EXECUTE_END|[16]|Rows:0
11:46:59.513 (513856629)|SOQL_EXECUTE_BEGIN|[11]|Aggregations:0|SELECT Id, grc__Parent_Business_Unit__c FROM grc__Business_Unit__c LIMIT 50000
11:46:59.515 (515078791)|SOQL_EXECUTE_END|[11]|Rows:0
11:46:59.520 (520887364)|CODE_UNIT_STARTED|[EXTERNAL]|Validation:Business_Unit:new
11:46:59.520 (520902260)|VALIDATION_RULE|03d580000004IqX|No_Dashes_in_Sharing_Group_Name_Allowed
11:46:59.521 (521080429)|VALIDATION_FORMULA|CONTAINS(Risk__Sharing_Group_Name__c, '-')|Risk__Sharing_Group_Name__c=parent
11:46:59.521 (521091400)|VALIDATION_PASS
11:46:59.521 (521118634)|CODE_UNIT_FINISHED|Validation:Business_Unit:new
11:46:59.586 (586676578)|ENTERING_MANAGED_PKG|Risk
11:46:59.587 (587404940)|SOQL_EXECUTE_BEGIN|[28]|Aggregations:0|SELECT COUNT() FROM AsyncApexJob WHERE (JobType = 'BatchApex' AND (Status = 'Processing' OR Status = 'Preparing' OR Status = 'Queued'))
11:46:59.588 (588527394)|SOQL_EXECUTE_END|[28]|Rows:0
11:46:59.656 (656274855)|DML_END|[13]
11:46:59.656 (656414267)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:8
11:46:59.656 (656433602)|STATEMENT_EXECUTE|[14]
11:46:59.669 (669037174)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:8
11:46:59.669 (669453506)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
11:46:59.684 (684404606)|SOQL_EXECUTE_BEGIN|[109]|Aggregations:0|SELECT Id, Risk__Sharing_Group_Name__c, grc__Parent_Business_Unit__c, grc__Parent_Business_Unit__r.Risk__Sharing_Group_Name__c, grc__Parent_Business_Unit__r.Risk__Read_Write_Access_to_Child_BUs__c FROM grc__Business_Unit__c WHERE Id = :tmpVar1
11:46:59.687 (687483848)|SOQL_EXECUTE_END|[109]|Rows:1
